idhspid,bidx,country_str,dhs_code,kidbirthmo,kidbirthyr,precip_12m,z_precip_12m,n_months_matched,n_years_avg
        34002850111  3,1,HN,13,11,2008,104.0912828810425,-.9158864612387712,12,15
        34002850121  2,1,HN,13,9,2007,136.1734498254301,.1470956442229692,12,15
        34002850151  6,1,HN,13,2,2010,131.450359163089,.0544241637232221,12,15
        34002850151  6,2,HN,13,1,2009,110.4726971406796,-.4343484479002335,12,15
        34002850151  6,3,HN,13,7,2007,126.2855821269252,-.2294625022634468,12,15
        34002850161  3,1,HN,13,4,2009,110.1643906683884,-.486947280885788,12,15
        34002850171  1,1,HN,13,4,2010,132.4629416161104,.1762345811099359,12,15
        34002850171  3,1,HN,13,1,2008,148.7533231931581,.4330142883318187,12,15
        34002850191  1,1,HN,13,3,2008,147.9736231766646,.2659946074925137,12,15
        34002850191  2,1,HN,13,2,2010,131.450359163089,.0544241637232221,12,15
        34002850191  2,2,HN,13,7,2008,157.2622730191563,.1600725126026612,12,15
        34002851 31  2,1,HN,13,1,2010,130.5447647654889,-.1062705660194984,12,15
        34002851 31  2,2,HN,13,3,2008,147.9736231766646,.2659946074925137,12,15
        34002851 41  2,1,HN,13,10,2010,128.2226034323752,.033968684016842,12,15
        34002851 51  2,1,HN,13,11,2009,134.6665998780124,.1790705516361271,12,15
        34002851 51  2,2,HN,13,8,2008,139.0150133743769,-.2173426833378877,12,15
        34002851 61  2,1,HN,13,5,2007,121.1971693080228,-.2789572161616301,12,15
        34002851 71  2,1,HN,13,7,2009,100.8177013753309,-.3946079261339417,12,15
        34002851 81  2,1,HN,13,12,2007,148.4926822856032,.3699300022083802,12,15
        34002851 91  2,1,HN,13,12,2010,132.6790401739037,.1429803962749165,12,15
        3400285101  7,1,HN,2,5,2011,163.8110132831198,.3235053714409818,12,15
        3400285111  8,1,HN,2,2,2012,150.1369446172528,.2175851305977534,12,15
        34002851111  2,1,HN,13,11,2009,134.6665998780124,.1790705516361271,12,15
        34002851131  3,1,HN,13,11,2011,132.0264117551081,.2261321437642583,12,15
        34002851141  2,1,HN,13,4,2011,131.2071585518993,-.0930345352716834,12,15
        34002851141  2,2,HN,13,11,2008,104.0912828810425,-.9158864612387713,12,15
        34002851151  2,1,HN,13,4,2008,147.0293523151796,.1591805408620003,12,15
        34002851161  1,1,HN,13,8,2011,135.1573108268976,.3197386504181559,12,15
        34002851171  2,1,HN,13,7,2009,100.8177013753309,-.3946079261339417,12,15
        3400285131  2,1,HN,2,3,2010,155.8279543445298,-.008362022155769,12,15
        3400285191  2,1,HN,2,11,2011,161.9249635659744,.2984662587520575,12,15
        34002852 21  5,1,HN,13,5,2009,113.3289682872467,-.2974902970036677,12,15
        34002852 51  2,1,HN,13,2,2012,128.7466116681272,.1571731005841312,12,15
        34002852 51  2,2,HN,13,2,2012,128.7466116681272,.1571731005841313,12,15
        34002852 51  2,3,HN,13,7,2008,157.2622730191563,.1600725126026612,12,15
        34002852 71  1,1,HN,13,4,2007,123.3455965651054,-.1517092316486576,12,15
        34002852 81  6,1,HN,13,10,2009,131.417251325797,.1297057855960659,12,15
        34002852131  2,1,HN,13,7,2011,141.2097566160978,.4258115727014986,12,15
        34002852131  2,2,HN,13,5,2008,145.5535616906662,.0694873456163132,12,15
        34002852161  2,1,HN,13,12,2008,106.7355778440722,-.7491504487904491,12,15
        34002852201  2,1,HN,13,6,2008,140.3937382894106,-.0069496312880605,12,15
        34002853 11  2,1,HN,13,8,2011,135.1573108268976,.319738650418156,12,15
        34002853 11  2,2,HN,13,11,2007,148.9133519043059,.3971754923597408,12,15
        34002853 21  2,1,HN,13,8,2010,134.1252465492805,.140335412256861,12,15
        34002853 61  2,1,HN,13,9,2009,115.1938831262286,-.1872079072183828,12,15
        34002853 91  2,1,HN,13,10,2010,128.2226034323752,.033968684016842,12,15
        34002853 91  2,2,HN,13,9,2007,136.1734498254301,.1470956442229691,12,15
        34002853 92  2,1,HN,13,1,2008,148.7533231931581,.4330142883318189,12,15
        34002853112  2,1,HN,13,5,2011,136.4372399436955,.2584266230412046,12,15
        34002853121  2,1,HN,13,6,2009,118.7418785778395,-.2129431918793409,12,15
        34002853131  2,1,HN,13,10,2011,131.0158381256803,.2108351163998718,12,15
        34002853161  2,1,HN,13,10,2010,128.2226034323752,.033968684016842,12,15
        34002854 11  4,1,HN,14,4,2012,120.420104113182,.3375304731494559,12,15
        34002854 71  2,1,HN,14,11,2011,120.1964506740348,.0295232587157279,12,15
        34002854 71  2,2,HN,14,3,2010,129.0107363730636,.101581608999969,12,15
        34002854 81  2,1,HN,14,3,2008,136.072857853303,.2410625889753901,12,15
        34002854161  2,1,HN,14,8,2009,112.2830636842737,-.2099707365716633,12,15
        34002855 11  2,1,HN,14,8,2009,112.2830636842737,-.2099707365716633,12,15
        34002855 61  2,1,HN,14,10,2007,124.6497231060557,.0157173584385545,12,15
        34002855 71  2,1,HN,14,10,2010,122.213046203589,.1288647598168673,12,15
        34002855171  4,1,HN,14,3,2011,125.8879141382,-.0060894431490963,12,15
        34002856 31  2,1,HN,14,7,2007,119.6635473851851,-.1715269160605552,12,15
        34002856 31  4,1,HN,14,6,2010,125.8119507500532,.260417093958055,12,15
        34002856 41  2,1,HN,14,6,2010,125.8119507500532,.260417093958055,12,15
        34002856 61  2,1,HN,14,9,2009,118.6169606206492,-.1078406565600543,12,15
        34002856 91  2,1,HN,14,1,2010,128.0311264363536,-.0833970531172188,12,15
        34002856 91  8,1,HN,14,6,2010,125.8119507500532,.260417093958055,12,15
        34002856101  2,1,HN,14,10,2008,114.6611999836438,-.5507742802792838,12,15
        34002857 31  2,1,HN,14,6,2011,137.8195852436616,.3640823339053514,12,15
        34002857 71  2,1,HN,14,5,2010,129.9975618457749,.3401432298045333,12,15
        34002857161  2,1,HN,14,5,2011,128.0518112696924,.1314058555016007,12,15
        34002857161  2,2,HN,14,12,2008,103.9172661950288,-.7864817869821287,12,15
        34002857181  1,1,HN,14,8,2007,138.5263551369368,.2879606605951268,12,15
        34002858 41  2,1,HN,14,3,2011,125.8879141382,-.0060894431490963,12,15
        34002858 71  2,1,HN,14,3,2009,108.3550465556186,-.5133833049987375,12,15
        34002858111  1,1,HN,14,1,2009,108.6325528792675,-.4662352299230211,12,15
        34002858151  1,1,HN,14,11,2010,126.7650957533425,.2353333865236875,12,15
        34002858191  2,1,HN,14,11,2008,101.2714190758324,-.9712443961392441,12,15
        34002859 41  3,1,HN,14,8,2009,112.2830636842737,-.2099707365716633,12,15
        34002859 51  9,1,HN,14,9,2011,132.0296234698298,.2959920466106165,12,15
        34002859 51  9,2,HN,14,10,2007,124.6497231060557,.0157173584385544,12,15
        34002859 81  2,1,HN,14,5,2010,129.9975618457748,.3401432298045334,12,15
        34002859 91  2,1,HN,14,9,2011,132.0296234698298,.2959920466106165,12,15
        34002859 91  2,2,HN,14,12,2007,136.6612653769137,.3420644248697083,12,15
        34002859111  8,1,HN,14,3,2011,125.8879141382,-.0060894431490963,12,15
        34002859141  2,1,HN,14,12,2008,103.9172661950288,-.7864817869821285,12,15
        34002859151  2,1,HN,14,12,2007,136.6612653769137,.3420644248697084,12,15
        34002859171  5,1,HN,14,11,2011,120.1964506740348,.0295232587157279,12,15
        34002859181  2,1,HN,14,8,2007,138.5263551369368,.2879606605951268,12,15
        3400286 51  2,1,HN,2,12,2009,170.3472180236621,.1606683863744734,12,15
        3400286 61  2,1,HN,2,2,2012,150.1369446172527,.2175851305977534,12,15
        34002860 31  2,1,HN,14,2,2011,126.6864915703978,.1275372906435305,12,15
        34002860 51  2,1,HN,14,1,2011,127.6796353544887,.3066418207363634,12,15
        34002860 61  2,1,HN,14,5,2011,128.0518112696924,.1314058555016007,12,15
        34002860 71  2,1,HN,14,9,2010,127.9716476406328,.2673694744937493,12,15
        34002860 71  2,2,HN,14,12,2007,136.6612653769137,.3420644248697083,12,15
        34002860101  2,1,HN,14,9,2011,132.0296234698297,.2959920466106166,12,15
        34002860101  2,2,HN,14,5,2009,111.0566900124157,-.3095715156634063,12,15
        34002860111  2,1,HN,14,1,2012,118.2959613539198,-.0023637872823501,12,15
        34002860121  2,1,HN,14,3,2010,129.0107363730636,.101581608999969,12,15
        34002860191  2,1,HN,14,5,2010,129.9975618457749,.3401432298045333,12,15
        34002860201  2,1,HN,14,9,2008,123.3289916182496,-.3408385614896075,12,15
        34002861 22  2,1,HN,14,8,2007,138.5263551369368,.2879606605951268,12,15
        34002861 41  2,1,HN,14,1,2012,118.2959613539198,-.0023637872823501,12,15
        34002861 41  2,2,HN,14,9,2009,118.6169606206492,-.1078406565600543,12,15
        34002861201  1,1,HN,14,12,2007,136.6612653769137,.3420644248697083,12,15
        3400286131  4,1,HN,2,12,2011,148.1452282739866,.0332931161471446,12,15
        3400286131  4,2,HN,2,10,2009,166.3466253413691,.0950580247006188,12,15
        3400286141  1,1,HN,2,7,2009,151.0002617510287,-.3834683175998611,12,15
        3400286141  1,2,HN,2,8,2008,157.7847554757163,-.2053203201253792,12,15
        3400286151  6,1,HN,2,10,2011,161.2714993634128,.2882160875242188,12,15
        3400286151  6,2,HN,2,9,2008,156.4489389007559,-.2383198913696092,12,15
        3400286161  4,1,HN,2,10,2010,156.6181433968155,-.0272346932962611,12,15
        3400286181  2,1,HN,2,12,2011,148.1452282739866,.0332931161471446,12,15
        3400286191  2,1,HN,2,2,2012,150.1369446172528,.2175851305977533,12,15
        34002862 31  2,1,HN,14,10,2007,124.6497231060558,.0157173584385544,12,15
        34002862 41  4,1,HN,14,8,2008,126.414329609379,-.291317909986659,12,15
        34002862 91  2,1,HN,14,3,2008,136.072857853303,.2410625889753902,12,15
        3400286201  7,1,HN,2,5,2009,157.3189560238021,-.2816986187711941,12,15
        34002862111  2,1,HN,14,11,2010,126.7650957533425,.2353333865236875,12,15
        34002862131  2,1,HN,14,12,2007,136.6612653769137,.3420644248697083,12,15
        34002862141  2,1,HN,14,12,2007,136.6612653769137,.3420644248697083,12,15
        34002862171  2,1,HN,14,5,2011,128.0518112696924,.1314058555016007,12,15
        34002863 11  2,1,HN,14,7,2010,131.3728645476294,.3268363623692805,12,15
        34002863 11  2,2,HN,14,1,2008,137.0054723876965,.4190303401503024,12,15
        34002863 51  3,1,HN,14,1,2009,108.6325528792675,-.466235229923021,12,15
        34002863 61  7,1,HN,14,6,2011,137.8195852436616,.3640823339053513,12,15
        34002863 91  2,1,HN,14,9,2010,127.9716476406328,.2673694744937493,12,15
        34002863 91  2,2,HN,14,9,2008,123.3289916182496,-.3408385614896075,12,15
        34002863111  3,1,HN,14,12,2007,136.6612653769137,.3420644248697083,12,15
        34002863121  6,1,HN,14,5,2008,133.5649639697409,-.0378389907374788,12,15
        34002863141  2,1,HN,14,3,2011,125.8879141382001,-.0060894431490963,12,15
        34002863141  2,2,HN,14,7,2009,103.2594373577408,-.361640688367969,12,15
        34002863161  2,1,HN,14,8,2009,112.2830636842737,-.2099707365716634,12,15
        34002863191  5,1,HN,14,2,2012,118.2668621762602,-.0071726231372823,12,15
        34002863201  2,1,HN,14,11,2010,126.7650957533425,.2353333865236875,12,15
        34002863201  2,2,HN,14,9,2008,123.3289916182496,-.3408385614896074,12,15
        34002864 51  2,1,HN,14,12,2011,117.7041591618227,-.1292393697463537,12,15
        34002864 51  2,2,HN,14,8,2010,129.7504998944845,.2965393549689837,12,15
        34002864141  2,1,HN,14,6,2009,116.9299435537359,-.194686071287964,12,15
        34002864141  2,2,HN,14,1,2008,137.0054723876965,.4190303401503024,12,15
        34002864161  3,1,HN,14,2,2012,118.2668621762602,-.0071726231372823,12,15
        34002864161  3,2,HN,14,7,2009,103.2594373577408,-.361640688367969,12,15
        34002864162  2,1,HN,14,9,2010,127.9716476406328,.2673694744937493,12,15
        34002864201  5,1,HN,14,1,2011,127.6796353544887,.3066418207363634,12,15
        34002865 61  2,1,HN,14,12,2010,127.3198701305235,.2705950369637756,12,15
        34002865101  2,1,HN,14,5,2011,128.0518112696924,.1314058555016007,12,15
        34002865111  2,1,HN,14,3,2012,118.2234274948032,-.0155318120843854,12,15
        34002865131  2,1,HN,14,1,2011,127.6796353544888,.3066418207363634,12,15
        34002865131  2,2,HN,14,9,2007,130.1810032619069,.1529660506904798,12,15
        34002865171  2,1,HN,14,12,2008,103.9172661950288,-.7864817869821287,12,15
        34002865181  2,1,HN,14,9,2010,127.9716476406328,.2673694744937494,12,15
        34002865181  2,2,HN,14,10,2008,114.6611999836438,-.5507742802792838,12,15
        34002865191  2,1,HN,14,7,2010,131.3728645476294,.3268363623692805,12,15
        34002866 11  1,1,HN,14,5,2012,117.3205697676491,-.0096030170733131,12,15
        34002866101  5,1,HN,14,6,2010,125.8119507500532,.260417093958055,12,15
        34002866171  2,1,HN,14,1,2009,108.6325528792675,-.466235229923021,12,15
        34002866181  2,1,HN,14,10,2011,120.1950963026904,.0294924424652944,12,15
        34002867121  2,1,HN,14,2,2012,118.2668621762602,-.0071726231372823,12,15
        34002867141  2,1,HN,14,6,2011,137.8195852436616,.3640823339053512,12,15
        34002867141  7,1,HN,14,6,2010,125.8119507500532,.260417093958055,12,15
        34002868 11  2,1,HN,14,2,2012,118.2668621762602,-.0071726231372823,12,15
        34002868 51  5,1,HN,14,10,2011,120.1950963026904,.0294924424652943,12,15
        34002868101  3,1,HN,14,2,2008,135.8589401951249,.2046661287161207,12,15
        34002868161  2,1,HN,14,2,2010,129.1937176423703,.1319425636208418,12,15
        34002869 11  2,1,HN,14,2,2010,129.1937176423703,.1319425636208419,12,15
        34002869 31  1,1,HN,14,6,2010,125.8119507500532,.260417093958055,12,15
        34002869 61  2,1,HN,14,5,2012,117.3205697676491,-.0096030170733131,12,15
        34002869 81  2,1,HN,14,9,2011,132.0296234698297,.2959920466106165,12,15
        34002869111  2,1,HN,14,6,2010,125.8119507500532,.260417093958055,12,15
        34002869161  2,1,HN,14,2,2010,129.1937176423703,.1319425636208419,12,15
        34002869201  2,1,HN,14,1,2008,137.0054723876965,.4190303401503024,12,15
        3400287 21  2,1,HN,2,1,2010,153.509919539637,-.0775155543558097,12,15
        3400287 31  2,1,HN,2,7,2008,169.6103459423602,.1566868322247721,12,15
        3400287 31  2,2,HN,2,8,2007,164.680353700943,.3043364636894564,12,15
        3400287 61  1,1,HN,2,12,2010,164.2185713287975,.10704717640932,12,15
        3400287 61  1,2,HN,2,12,2008,140.3784240203431,-.6989587112088835,12,15
        34002870 91  2,1,HN,14,8,2011,124.5922964722845,.1548889723839044,12,15
        34002870133  2,1,HN,14,7,2010,131.3728645476293,.3268363623692805,12,15
        34002870161  2,1,HN,14,10,2008,114.6611999836438,-.5507742802792838,12,15
        34002870171  2,1,HN,14,1,2011,127.6796353544887,.3066418207363634,12,15
        34002871 11  2,1,HN,14,7,2011,131.2567505508813,.2863976735587396,12,15
        34002871 21  2,1,HN,14,11,2010,126.7650957533425,.2353333865236875,12,15
        34002871 21  6,1,HN,14,5,2009,111.0566900124157,-.3095715156634063,12,15
        34002871 51  2,1,HN,14,9,2010,127.9716476406328,.2673694744937494,12,15
        34002871 61  7,1,HN,14,4,2011,125.2997029372187,-.1056058349095129,12,15
        34002871 71  2,1,HN,14,11,2008,101.2714190758324,-.971244396139244,12,15
        34002871101  2,1,HN,14,10,2011,120.1950963026904,.0294924424652944,12,15
        3400287111  1,1,HN,2,1,2009,156.5455151601765,-.4014876164454287,12,15
        34002871121  5,1,HN,14,8,2010,129.7504998944846,.2965393549689836,12,15
        34002871141  2,1,HN,14,5,2011,128.0518112696924,.1314058555016007,12,15
        34002871141  2,2,HN,14,10,2009,132.7381545935933,.2524056185668544,12,15
        34002871151  3,1,HN,14,10,2011,120.1950963026904,.0294924424652945,12,15
        34002871151  6,1,HN,14,7,2011,131.2567505508813,.2863976735587397,12,15
        34002871151  6,2,HN,14,1,2009,108.6325528792675,-.466235229923021,12,15
        34002871161 11,1,HN,14,9,2011,132.0296234698297,.2959920466106165,12,15
        34002871171  7,1,HN,14,10,2011,120.1950963026904,.0294924424652944,12,15
        34002871171  7,2,HN,14,1,2010,128.0311264363536,-.0833970531172188,12,15
        34002871181  2,1,HN,14,10,2008,114.6611999836439,-.5507742802792835,12,15
        34002871191  2,1,HN,14,4,2012,120.420104113182,.3375304731494561,12,15
        34002871191  2,2,HN,14,2,2009,108.4841014822614,-.4912436545568228,12,15
        3400287151  2,1,HN,2,9,2011,168.016326497918,.5771559755892165,12,15
        3400287161  2,1,HN,2,4,2010,159.185104565759,.1421087201263711,12,15
        3400287191  2,1,HN,2,10,2011,161.2714993634128,.2882160875242188,12,15
        3400287191  7,1,HN,2,3,2012,149.547866380707,.1944032005339299,12,15
        34002872 41  2,1,HN,14,12,2008,103.9172661950288,-.7864817869821287,12,15
        34002872 73  2,1,HN,14,12,2010,127.3198701305234,.2705950369637756,12,15
        3400287201  2,1,HN,2,3,2011,158.0796176657951,-.1100489284138778,12,15
        34002872111  2,1,HN,14,2,2010,129.1937176423703,.1319425636208418,12,15
        34002872191  4,1,HN,14,2,2012,118.2668621762602,-.0071726231372824,12,15
        34002872201  2,1,HN,14,4,2010,130.447131623006,.3704820728073472,12,15
        34002873 11  2,1,HN,14,1,2011,127.6796353544887,.3066418207363634,12,15
        34002873 11  2,2,HN,14,12,2008,103.9172661950288,-.7864817869821286,12,15
        34002873 31  2,1,HN,14,4,2010,130.447131623006,.3704820728073472,12,15
        34002873 41  2,1,HN,14,11,2007,137.1251776101964,.3753456169326528,12,15
        34002873 41  5,1,HN,14,9,2011,132.0296234698297,.2959920466106163,12,15
        34002873 51  3,1,HN,14,2,2012,118.2668621762602,-.0071726231372823,12,15
        34002873 81  2,1,HN,14,7,2007,119.6635473851851,-.1715269160605552,12,15
        34002873131  2,1,HN,14,9,2010,127.9716476406328,.2673694744937494,12,15
        34002873181  1,1,HN,14,12,2011,117.7041591618227,-.1292393697463537,12,15
        34002873191  1,1,HN,14,3,2009,108.3550465556186,-.5133833049987375,12,15
        34002873201  2,1,HN,14,6,2011,137.8195852436616,.3640823339053513,12,15
        34002873201  2,2,HN,14,2,2009,108.4841014822614,-.4912436545568227,12,15
        34002874 11  2,1,HN,14,4,2008,134.8581266581866,.0555995314493667,12,15
        34002874 21  9,1,HN,14,4,2012,120.420104113182,.3375304731494562,12,15
        34002874 31  2,1,HN,14,9,2010,127.9716476406328,.2673694744937493,12,15
        34002874 61  2,1,HN,14,3,2011,125.8879141382,-.0060894431490963,12,15
        34002874 71  2,1,HN,14,8,2008,126.4143296093791,-.2913179099866589,12,15
        34002874 81  3,1,HN,14,2,2012,118.2668621762602,-.0071726231372822,12,15
        34002874161  2,1,HN,14,6,2009,116.9299435537359,-.194686071287964,12,15
        34002874171  6,1,HN,14,5,2012,117.3205697676491,-.009603017073313,12,15
        34002874181  2,1,HN,14,11,2011,120.1964506740348,.0295232587157279,12,15
        34002874191  2,1,HN,14,1,2011,127.6796353544888,.3066418207363634,12,15
        34002875 41  3,1,HN,14,9,2011,132.0296234698297,.2959920466106165,12,15
        34002875 51  2,1,HN,14,5,2009,111.0566900124157,-.3095715156634062,12,15
        34002875 61  5,1,HN,14,5,2010,129.9975618457748,.3401432298045333,12,15
        34002875 91  2,1,HN,14,12,2010,127.3198701305234,.2705950369637756,12,15
        34002875111  3,1,HN,14,1,2009,108.6325528792675,-.466235229923021,12,15
        34002875151  1,1,HN,14,7,2008,141.8328978089572,.0365551936787002,12,15
        34002875161  5,1,HN,14,8,2010,129.7504998944846,.2965393549689837,12,15
        34002875161  5,2,HN,14,3,2008,136.072857853303,.2410625889753901,12,15
        34002875191  1,1,HN,14,10,2009,132.7381545935933,.2524056185668545,12,15
        34002875191  1,2,HN,14,12,2008,103.9172661950288,-.7864817869821286,12,15
        34002875201  2,1,HN,14,5,2009,111.0566900124157,-.3095715156634062,12,15
        34002876 21  2,1,HN,14,7,2009,103.2594373577409,-.361640688367969,12,15
        34002876 21  5,1,HN,14,11,2011,120.1964506740348,.029523258715728,12,15
        34002876 31  2,1,HN,14,1,2011,127.6796353544887,.3066418207363633,12,15
        34002876 81  2,1,HN,14,9,2010,127.9716476406328,.2673694744937493,12,15
        34002876131  2,1,HN,14,2,2010,129.1937176423703,.1319425636208419,12,15
        34002876141  2,1,HN,14,7,2008,141.8328978089572,.0365551936787003,12,15
        34002876151  2,1,HN,14,7,2010,131.3728645476294,.3268363623692804,12,15
        34002877 11  5,1,HN,14,12,2011,117.7041591618227,-.1292393697463537,12,15
        34002877 21  2,1,HN,14,7,2011,131.2567505508813,.2863976735587397,12,15
        34002877 21  2,2,HN,14,8,2008,126.414329609379,-.291317909986659,12,15
        34002877 41  2,1,HN,14,4,2011,125.2997029372188,-.1056058349095129,12,15
        34002877 41  2,2,HN,14,2,2008,135.8589401951249,.2046661287161206,12,15
        34002877101  3,1,HN,14,9,2009,118.6169606206492,-.1078406565600543,12,15
        34002877141  8,1,HN,14,2,2011,126.6864915703978,.1275372906435305,12,15
        34002877141  8,2,HN,14,10,2008,114.6611999836438,-.5507742802792838,12,15
        34002877171  2,1,HN,14,2,2012,118.2668621762602,-.0071726231372823,12,15
        34002877193  2,1,HN,14,3,2010,129.0107363730636,.101581608999969,12,15
        34002878 12  1,1,HN,14,1,2009,108.6325528792675,-.4662352299230209,12,15
        34002878 21  2,1,HN,14,6,2010,125.8119507500532,.260417093958055,12,15
        34002878 21  2,2,HN,14,12,2007,136.6612653769137,.3420644248697083,12,15
        34002878 31  2,1,HN,14,8,2008,126.414329609379,-.2913179099866589,12,15
        34002878 41  2,1,HN,14,6,2011,137.8195852436616,.3640823339053513,12,15
        34002878 51  2,1,HN,14,5,2012,117.3205697676491,-.0096030170733131,12,15
        34002878 51  2,2,HN,14,8,2008,126.414329609379,-.291317909986659,12,15
        34002878 71  2,1,HN,14,11,2009,133.8151840129536,.2769949940425834,12,15
        34002878 91  2,1,HN,14,12,2011,117.7041591618227,-.1292393697463537,12,15
        34002878 91  2,2,HN,14,10,2008,114.6611999836439,-.5507742802792838,12,15
        34002878101  2,1,HN,14,11,2008,101.2714190758324,-.9712443961392441,12,15
        34002878111  2,1,HN,14,1,2010,128.0311264363536,-.0833970531172188,12,15
        34002878131  2,1,HN,14,10,2011,120.1950963026904,.0294924424652944,12,15
        34002878151  2,1,HN,14,2,2011,126.6864915703978,.1275372906435305,12,15
        34002878161  2,1,HN,14,2,2010,129.1937176423703,.1319425636208418,12,15
        34002878161  2,2,HN,14,12,2007,136.6612653769137,.3420644248697084,12,15
        34002878191  2,1,HN,14,2,2009,108.4841014822614,-.4912436545568227,12,15
        34002878191  2,2,HN,14,2,2009,108.4841014822614,-.4912436545568228,12,15
        34002879 21  5,1,HN,14,9,2010,127.9716476406328,.2673694744937493,12,15
        34002879 21  5,2,HN,14,9,2007,130.1810032619069,.1529660506904798,12,15
        34002879111  2,1,HN,14,9,2009,118.6169606206492,-.1078406565600543,12,15
        34002879131  2,1,HN,14,12,2007,136.6612653769137,.3420644248697083,12,15
        34002879171  4,1,HN,14,6,2010,125.8119507500532,.260417093958055,12,15
        34002879201  2,1,HN,14,8,2010,129.7504998944846,.2965393549689836,12,15
        3400288 21  5,1,HN,2,2,2010,157.8671246975884,.0657110209057553,12,15
        3400288 21  5,2,HN,2,10,2008,151.8090365464651,-.416052678835731,12,15
        3400288 61  2,1,HN,2,3,2011,158.0796176657951,-.1100489284138778,12,15
        3400288 61  2,2,HN,2,6,2008,162.0360617699039,-.0067872570588559,12,15
        3400288 71  6,1,HN,2,6,2011,169.5212394229486,.5964740130702667,12,15
        3400288 81  7,1,HN,2,9,2011,168.016326497918,.5771559755892165,12,15
        3400288 81  7,2,HN,2,5,2009,157.3189560238021,-.2816986187711941,12,15
        3400288 91  3,1,HN,2,9,2010,158.2473686420636,.0470761629785229,12,15
        34002880 11  2,1,HN,14,12,2010,127.3198701305234,.2705950369637757,12,15
        34002880101  2,1,HN,14,11,2011,120.1964506740348,.0295232587157279,12,15
        34002880101  2,2,HN,14,5,2010,129.9975618457748,.3401432298045333,12,15
        34002880111  2,1,HN,14,12,2009,132.9945094631372,.2244681494116693,12,15
        34002880111  2,2,HN,14,8,2007,138.5263551369368,.2879606605951268,12,15
        34002880121  3,1,HN,14,12,2009,132.9945094631372,.2244681494116691,12,15
        34002880131  2,1,HN,14,2,2010,129.1937176423703,.1319425636208419,12,15
        34002880141  2,1,HN,14,7,2011,131.2567505508813,.2863976735587397,12,15
        34002880151  2,1,HN,14,12,2008,103.9172661950288,-.7864817869821287,12,15
        34002880161  2,1,HN,14,3,2011,125.8879141382,-.0060894431490962,12,15
        34002880161  2,2,HN,14,9,2007,130.1810032619069,.1529660506904798,12,15
        34002880181  2,1,HN,14,4,2010,130.447131623006,.3704820728073472,12,15
        34002880181  2,2,HN,14,9,2007,130.1810032619069,.1529660506904798,12,15
        34002880191  2,1,HN,14,3,2008,136.072857853303,.2410625889753902,12,15
        34002881 31  2,1,HN,14,4,2008,134.8581266581866,.0555995314493666,12,15
        34002881 61  2,1,HN,14,12,2007,136.6612653769137,.3420644248697083,12,15
        34002881121  3,1,HN,14,7,2009,103.2594373577408,-.361640688367969,12,15
        34002881131  1,1,HN,14,4,2009,108.3865447734968,-.5066559553456282,12,15
        34002881131  1,2,HN,14,2,2008,135.8589401951249,.2046661287161207,12,15
        34002881171  1,1,HN,14,2,2008,135.8589401951249,.2046661287161208,12,15
        34002881181  2,1,HN,14,3,2012,118.2234274948032,-.0155318120843854,12,15
        3400288161  2,1,HN,2,6,2008,162.0360617699039,-.0067872570588559,12,15
        3400288181  1,1,HN,2,9,2009,159.7102203318227,-.1789333204142345,12,15
        3400288191  2,1,HN,2,3,2010,155.8279543445298,-.008362022155769,12,15
        34002882 11  2,1,HN,14,2,2008,135.8589401951249,.2046661287161207,12,15
        34002882 91  2,1,HN,14,2,2010,129.1937176423703,.1319425636208419,12,15
        34002882161  2,1,HN,14,11,2008,101.2714190758324,-.9712443961392441,12,15
        34002882171  2,1,HN,14,5,2010,129.9975618457749,.3401432298045334,12,15
        34002882181  2,1,HN,14,6,2011,137.8195852436616,.3640823339053512,12,15
        34002882191  2,1,HN,14,6,2011,137.8195852436616,.3640823339053512,12,15
        34002882191  2,2,HN,14,11,2007,137.1251776101964,.3753456169326526,12,15
        34002883 41  2,1,HN,14,4,2009,108.3865447734967,-.5066559553456282,12,15
        34002883 41  2,2,HN,14,11,2007,137.1251776101964,.3753456169326526,12,15
        34002883 51  5,1,HN,14,2,2012,118.2668621762602,-.0071726231372823,12,15
        34002883 51  5,2,HN,14,8,2009,112.2830636842737,-.2099707365716633,12,15
        34002883 61  2,1,HN,14,6,2010,125.8119507500533,.260417093958055,12,15
        34002883101  2,1,HN,14,1,2011,127.6796353544887,.3066418207363634,12,15
        34002883111  2,1,HN,14,1,2011,127.6796353544888,.3066418207363634,12,15
        34002883111  2,2,HN,14,6,2008,130.1327494504678,-.101945111154502,12,15
        34002883121  2,1,HN,14,3,2011,125.8879141382,-.0060894431490963,12,15
        34002883131  4,1,HN,14,1,2009,108.6325528792675,-.466235229923021,12,15
        34002883152  2,1,HN,14,10,2010,122.2130462035889,.1288647598168673,12,15
        34002883161  5,1,HN,14,8,2010,129.7504998944845,.2965393549689837,12,15
        34002884 11  2,1,HN,14,12,2009,132.9945094631372,.2244681494116692,12,15
        34002884 21  2,1,HN,14,10,2007,124.6497231060557,.0157173584385545,12,15
        34002884 31  2,1,HN,14,2,2009,108.4841014822614,-.4912436545568228,12,15
        34002884 51  2,1,HN,14,10,2007,124.6497231060557,.0157173584385545,12,15
        34002884 81  2,1,HN,14,11,2010,126.7650957533425,.2353333865236875,12,15
        34002884 81  2,2,HN,14,6,2007,118.7263988068768,-.1823974590193365,12,15
        34002884151  1,1,HN,14,8,2011,124.5922964722845,.1548889723839044,12,15
