country,dhs_code,birth_year,month,baseline_mean,baseline_sd,n_years_used,baseline_year_start,baseline_year_end
HN,9,2011,9,269.8877840122777,18.29438016509109,15,1996,2010
HN,9,2011,10,308.8261251832822,35.59087044752201,15,1996,2010
HN,9,2011,11,311.7077110859807,31.01299838347986,15,1996,2010
HN,9,2011,12,253.6792550053313,55.01577828289974,15,1996,2010
HN,9,2012,1,255.4647489846466,28.74531479528388,15,1997,2011
HN,9,2012,2,133.6543144590657,14.77379721492672,15,1997,2011
HN,9,2012,3,65.71879349349383,11.20138782487578,15,1997,2011
HN,9,2012,4,68.80933926387416,7.411342445920446,15,1997,2011
HN,9,2012,5,164.2601762087689,15.82361956892171,15,1997,2011
HN,9,2012,6,324.6115367101203,37.75267783351821,15,1997,2011
HN,9,2012,7,433.510913454639,45.88879852863348,15,1997,2011
HN,9,2012,8,302.2515037344962,27.78639481581638,15,1997,2011
HN,9,2012,9,268.1948769261285,17.51844326844814,15,1997,2011
HN,9,2012,10,309.9843489413973,35.70777411304637,15,1997,2011
HN,9,2012,11,312.1909862520832,31.18001653521465,15,1997,2011
HN,9,2012,12,251.5259796920126,56.0624964608359,15,1997,2011
HN,10,1993,1,18.95136685030282,7.410555958967753,13,1980,1992
HN,10,1993,2,17.42503176018088,9.784830028558281,13,1980,1992
HN,10,1993,3,20.960017971918,11.48756227001051,13,1980,1992
HN,10,1993,4,43.41624095991772,19.85887458999835,13,1980,1992
HN,10,1993,5,218.7492218738784,135.9097947350185,13,1980,1992
HN,10,1993,6,306.7031729834345,67.09606840494368,13,1980,1992
HN,10,1993,7,216.4865609618734,69.30151030730502,13,1980,1992
HN,10,1993,8,243.6666443693386,88.33309482511996,13,1980,1992
HN,10,1993,9,335.3815241777766,68.95546635208159,13,1980,1992
HN,10,1993,10,200.865176276792,85.66872460277403,13,1980,1992
HN,10,1993,11,62.41863108733689,35.4856737783962,13,1980,1992
HN,10,1993,12,32.64735323854163,15.04527904651521,13,1980,1992
HN,10,1994,1,18.82596633735454,7.13527573714294,14,1980,1993
HN,10,1994,2,16.87610428023361,9.622710617209448,14,1980,1993
HN,10,1994,3,22.51676438980833,12.47964082150247,14,1980,1993
HN,10,1994,4,44.58776493090295,19.57684670772576,14,1980,1993
HN,10,1994,5,224.8199746580138,132.5388485352375,14,1980,1993
HN,10,1994,6,311.6222825904273,67.03991870638963,14,1980,1993
